generation_group_id,staging_directory,image_count,taxonomy,v3_split,event_label,sample_role,capture_batch,scenario_id,source_reference,notes
PF_P4D_HN_CRAWL_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_HN_CRAWL_G001,5,crawling_quadruped_support,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_HN_CRAWL_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_HN_CRAWL_G001; taxonomy=crawling_quadruped_support; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_NEG_CHAIR_G002,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_NEG_CHAIR_G002,5,chair_seated_normal_work,V3_DEV,0,negative,20260902_person_fallen_v3_codex_clean,PF_P4D_NEG_CHAIR_G002,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_NEG_CHAIR_G002; taxonomy=chair_seated_normal_work; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_NEG_CHAIR_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_NEG_CHAIR_G003,5,chair_seated_normal_work,V3_DEV,0,negative,20260902_person_fallen_v3_codex_clean,PF_P4D_NEG_CHAIR_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_NEG_CHAIR_G003; taxonomy=chair_seated_normal_work; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_NEG_STAND_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_NEG_STAND_G003,5,standing_walking,V3_SCREEN,0,negative,20260902_person_fallen_v3_codex_clean,PF_P4D_NEG_STAND_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_NEG_STAND_G003; taxonomy=standing_walking; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_CORRIDOR_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_CORRIDOR_G001,5,horizontal_corridor_ground_lying,V3_SCREEN,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_CORRIDOR_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_CORRIDOR_G001; taxonomy=horizontal_corridor_ground_lying; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_CURLED_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_CURLED_G003,5,curled_or_partially_occluded_lying,V3_SCREEN,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_CURLED_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_CURLED_G003; taxonomy=curled_or_partially_occluded_lying; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_INTENTIONAL_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_INTENTIONAL_G001,5,intentional_ground_lying,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_INTENTIONAL_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_INTENTIONAL_G001; taxonomy=intentional_ground_lying; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_MULTI_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_MULTI_G001,5,multi_person_one_lying,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_MULTI_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_MULTI_G001; taxonomy=multi_person_one_lying; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_PRONE_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_PRONE_G001,5,prone_ground_lying,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_PRONE_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_PRONE_G001; taxonomy=prone_ground_lying; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_PRONE_G004,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_PRONE_G004,5,prone_ground_lying,V3_SCREEN,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_PRONE_G004,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_PRONE_G004; taxonomy=prone_ground_lying; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_SIDE_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_SIDE_G001,5,side_lying,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_SIDE_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_SIDE_G001; taxonomy=side_lying; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_SIDE_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_SIDE_G003,5,side_lying,V3_SCREEN,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_SIDE_G003,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_SIDE_G003; taxonomy=side_lying; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_SUPINE_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_SUPINE_G001,5,supine_ground_lying,V3_DEV,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_SUPINE_G001,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_SUPINE_G001; taxonomy=supine_ground_lying; planned_split=V3_DEV; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
PF_P4D_POS_SUPINE_G004,/home/yanbo/net_vlm_person_fallen_v2_optimization/intake_staging/person_fallen_v3_codex_clean/PF_P4D_POS_SUPINE_G004,5,supine_ground_lying,V3_SCREEN,1,positive,20260902_person_fallen_v3_codex_clean,PF_P4D_POS_SUPINE_G004,/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv,person_fallen v3.0; GT_TYPE=PROMPT_DERIVED_SYNTHETIC_GT; HUMAN_SEMANTIC_REVIEW_REQUIRED=false; provider=codex; runtime=CODEX_SAFE_STAGED_CV_V1; generation_revision=P4D_FAST_CLOSE_CLEAN_LINEAGE_20260901; generation_group_id=PF_P4D_POS_SUPINE_G004; taxonomy=supine_ground_lying; planned_split=V3_SCREEN; item_provenance_manifest=/home/yanbo/net_vlm_person_fallen_v2_optimization/reports/person_fallen_v3_codex_ingest_manifest.csv
