image_filename,scenario_id,group_id,prompt_group,event_label,sample_role,split,split_reason
211_n02-normal-walking-01.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
212_n02-normal-walking-02.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
213_n02-normal-walking-03.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
214_n02-normal-walking-04.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
215_n02-normal-walking-05.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
216_n02-normal-walking-06.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
217_n02-normal-walking-07.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
218_n02-normal-walking-08.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
219_n02-normal-walking-09.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
21_p03-prone-on-floor-01.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
220_n02-normal-walking-10.png,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,n02-normal-walking,0,negative,DEV,first deterministic role-group tranche
221_n03-normal-seated-on-chair-stool-01.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
222_n03-normal-seated-on-chair-stool-02.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
223_n03-normal-seated-on-chair-stool-03.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
224_n03-normal-seated-on-chair-stool-04.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
225_n03-normal-seated-on-chair-stool-05.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
226_n03-normal-seated-on-chair-stool-06.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
227_n03-normal-seated-on-chair-stool-07.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
228_n03-normal-seated-on-chair-stool-08.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
229_n03-normal-seated-on-chair-stool-09.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
22_p03-prone-on-floor-02.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
230_n03-normal-seated-on-chair-stool-10.png,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,n03-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
231_n04-normal-seated-on-chair-stool-01.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
232_n04-normal-seated-on-chair-stool-02.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
233_n04-normal-seated-on-chair-stool-03.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
234_n04-normal-seated-on-chair-stool-04.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
235_n04-normal-seated-on-chair-stool-05.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
236_n04-normal-seated-on-chair-stool-06.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
237_n04-normal-seated-on-chair-stool-07.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
238_n04-normal-seated-on-chair-stool-08.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
239_n04-normal-seated-on-chair-stool-09.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
23_p03-prone-on-floor-03.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
240_n04-normal-seated-on-chair-stool-10.png,pf_v2_aigc_n04-normal-seated-on-chair-stool,pf_v2_aigc_n04-normal-seated-on-chair-stool,n04-normal-seated-on-chair-stool,0,negative,DEV,first deterministic role-group tranche
241_n05-normal-work-activity-01.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
242_n05-normal-work-activity-02.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
243_n05-normal-work-activity-03.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
244_n05-normal-work-activity-04.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
245_n05-normal-work-activity-05.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
246_n05-normal-work-activity-06.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
247_n05-normal-work-activity-07.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
248_n05-normal-work-activity-08.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
249_n05-normal-work-activity-09.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
24_p03-prone-on-floor-04.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
250_n05-normal-work-activity-10.png,pf_v2_aigc_n05-normal-work-activity,pf_v2_aigc_n05-normal-work-activity,n05-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
251_n06-normal-work-activity-01.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
252_n06-normal-work-activity-02.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
253_n06-normal-work-activity-03.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
254_n06-normal-work-activity-04.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
255_n06-normal-work-activity-05.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
256_n06-normal-work-activity-06.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
257_n06-normal-work-activity-07.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
258_n06-normal-work-activity-08.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
259_n06-normal-work-activity-09.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
25_p03-prone-on-floor-05.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
260_n06-normal-work-activity-10.png,pf_v2_aigc_n06-normal-work-activity,pf_v2_aigc_n06-normal-work-activity,n06-normal-work-activity,0,negative,DEV,first deterministic role-group tranche
261_n07-mild-bending-01.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
262_n07-mild-bending-02.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
263_n07-mild-bending-03.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
264_n07-mild-bending-04.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
265_n07-mild-bending-05.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
266_n07-mild-bending-06.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
267_n07-mild-bending-07.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
268_n07-mild-bending-08.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
269_n07-mild-bending-09.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
26_p03-prone-on-floor-06.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
270_n07-mild-bending-10.png,pf_v2_aigc_n07-mild-bending,pf_v2_aigc_n07-mild-bending,n07-mild-bending,0,negative,VAL,second deterministic role-group tranche
271_n08-multi-person-normal-activity-01.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
272_n08-multi-person-normal-activity-02.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
273_n08-multi-person-normal-activity-03.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
274_n08-multi-person-normal-activity-04.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
275_n08-multi-person-normal-activity-05.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
276_n08-multi-person-normal-activity-06.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
277_n08-multi-person-normal-activity-07.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
278_n08-multi-person-normal-activity-08.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
279_n08-multi-person-normal-activity-09.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
27_p03-prone-on-floor-07.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
280_n08-multi-person-normal-activity-10.png,pf_v2_aigc_n08-multi-person-normal-activity,pf_v2_aigc_n08-multi-person-normal-activity,n08-multi-person-normal-activity,0,negative,VAL,second deterministic role-group tranche
281_n09-empty-ordinary-environment-01.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
282_n09-empty-ordinary-environment-02.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
283_n09-empty-ordinary-environment-03.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
284_n09-empty-ordinary-environment-04.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
285_n09-empty-ordinary-environment-05.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
286_n09-empty-ordinary-environment-06.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
287_n09-empty-ordinary-environment-07.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
288_n09-empty-ordinary-environment-08.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
289_n09-empty-ordinary-environment-09.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
28_p03-prone-on-floor-08.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
290_n09-empty-ordinary-environment-10.png,pf_v2_aigc_n09-empty-ordinary-environment,pf_v2_aigc_n09-empty-ordinary-environment,n09-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
291_n10-empty-ordinary-environment-01.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
292_n10-empty-ordinary-environment-02.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
293_n10-empty-ordinary-environment-03.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
294_n10-empty-ordinary-environment-04.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
295_n10-empty-ordinary-environment-05.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
296_n10-empty-ordinary-environment-06.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
297_n10-empty-ordinary-environment-07.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
298_n10-empty-ordinary-environment-08.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
299_n10-empty-ordinary-environment-09.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
29_p03-prone-on-floor-09.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
300_n10-empty-ordinary-environment-10.png,pf_v2_aigc_n10-empty-ordinary-environment,pf_v2_aigc_n10-empty-ordinary-environment,n10-empty-ordinary-environment,0,negative,HOLDOUT,sealed remaining role-group tranche
301_h01-sitting-on-floor-01.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
302_h01-sitting-on-floor-02.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
303_h01-sitting-on-floor-03.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
304_h01-sitting-on-floor-04.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
305_h01-sitting-on-floor-05.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
306_h01-sitting-on-floor-06.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
307_h01-sitting-on-floor-07.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
308_h01-sitting-on-floor-08.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
309_h01-sitting-on-floor-09.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
30_p03-prone-on-floor-10.png,pf_v2_aigc_p03-prone-on-floor,pf_v2_aigc_p03-prone-on-floor,p03-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
310_h01-sitting-on-floor-10.png,pf_v2_aigc_h01-sitting-on-floor,pf_v2_aigc_h01-sitting-on-floor,h01-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
311_h02-sitting-on-floor-01.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
312_h02-sitting-on-floor-02.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
313_h02-sitting-on-floor-03.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
314_h02-sitting-on-floor-04.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
315_h02-sitting-on-floor-05.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
316_h02-sitting-on-floor-06.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
317_h02-sitting-on-floor-07.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
318_h02-sitting-on-floor-08.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
319_h02-sitting-on-floor-09.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
31_p04-prone-on-floor-01.png,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,p04-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
320_h02-sitting-on-floor-10.png,pf_v2_aigc_h02-sitting-on-floor,pf_v2_aigc_h02-sitting-on-floor,h02-sitting-on-floor,0,hard_negative,DEV,first deterministic role-group tranche
321_h03-kneeling-01.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
322_h03-kneeling-02.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
323_h03-kneeling-03.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
324_h03-kneeling-04.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
325_h03-kneeling-05.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
326_h03-kneeling-06.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
327_h03-kneeling-07.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
328_h03-kneeling-08.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
329_h03-kneeling-09.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
32_p04-prone-on-floor-02.png,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,p04-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
330_h03-kneeling-10.png,pf_v2_aigc_h03-kneeling,pf_v2_aigc_h03-kneeling,h03-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
331_h04-kneeling-01.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
332_h04-kneeling-02.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
333_h04-kneeling-03.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
334_h04-kneeling-04.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
335_h04-kneeling-05.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
336_h04-kneeling-06.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
337_h04-kneeling-07.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
338_h04-kneeling-08.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
339_h04-kneeling-09.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
33_p04-prone-on-floor-03.png,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,p04-prone-on-floor,1,positive,DEV,first deterministic role-group tranche
340_h04-kneeling-10.png,pf_v2_aigc_h04-kneeling,pf_v2_aigc_h04-kneeling,h04-kneeling,0,hard_negative,DEV,first deterministic role-group tranche
341_h05-squatting-01.png,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,h05-squatting,0,hard_negative,DEV,first deterministic role-group tranche
342_h05-squatting-02.png,pf_v2_aigc_h05-squatting,pf_v2_aigc_h05-squatting,h05-squatting,0,hard_negative,DEV,first deterministic role-group tranche
