image_filename,sha256,dhash,exact_duplicate,duplicate_of,near_duplicate_group
229_n03-normal-seated-on-chair-stool-09.png,321f3a35a48e0a9f07f6f244168a419b8af6fa0e74498afebb4b61b11e640241,69ebe16081040802,no,,
22_p03-prone-on-floor-02.png,531968ccc4c4000ca558dc91f46f4aa132767e2df19281d2506c4cbbd62c3e0f,61693119486c0703,no,,
230_n03-normal-seated-on-chair-stool-10.png,d2415691cfd3ce59b490d558f1a3b1d4609756643ae69e8afac57b35b82a93d7,76460202260f0707,no,,
231_n04-normal-seated-on-chair-stool-01.png,9968329187d7c0273dcc1769c05d88e846009f0fd54a7d280664fca6706c0a46,291b9b99d1818105,no,,
232_n04-normal-seated-on-chair-stool-02.png,21558e45c831388c100ae3529b6804577a40ca367bb9f836b04e4c3520c2df66,db8325b3b3c3c3c3,no,,
233_n04-normal-seated-on-chair-stool-03.png,8bdf1601258e589a61a1ddaabcf4d9f5d44b83c59f28ad97f6030858e1d7ff54,2929383a363c383c,no,,
234_n04-normal-seated-on-chair-stool-04.png,181b3cafa82863a1ca5bb12aea16b6dacf16f78f5f346890cc2575880695f72a,222222e626e28686,no,,
235_n04-normal-seated-on-chair-stool-05.png,1702a8a274a13fb451ca23ccafdc997a8830cc7adda330b5df0b90ab6aedef73,213b3b4a2c0c0f8f,no,,
236_n04-normal-seated-on-chair-stool-06.png,ef1b9e81ee1523dbbb21b07d027980742531a74f55e456b369a433de82844d0c,a7232535333939bd,no,,
237_n04-normal-seated-on-chair-stool-07.png,9cbe78bbf831d21c6e1c849718050658b28230501cc176dd49023302702e5d89,9debabc1d9dbdbdb,no,,
238_n04-normal-seated-on-chair-stool-08.png,95d750ee89b98302502ce9d5dd13c9cfd0bb861ce62ff17fb6bb95ba2852da1f,4547070d05c6c6c7,no,,
239_n04-normal-seated-on-chair-stool-09.png,1d98c7785efcb98a45f71e366224ff1f43a9e4607bd7f11ac5a840e3fedbe349,c787def2f65d6f8f,no,,
23_p03-prone-on-floor-03.png,86547becdc828b66ad9504dc73a3f4554738ec7030b623ec6830ae18fb351a4a,313008a8d8d8ac2c,no,,
240_n04-normal-seated-on-chair-stool-10.png,970f4760193d0f57e0b8a9307c58746c25e11ef6272e39ffb938b3e6b0100fc4,6404b469b7971f0f,no,,
241_n05-normal-work-activity-01.png,9f097226ab0671e7a218fd1c82a58aebe647087f9a516133b29a28046bfc2abc,fedef86b3fbb1f3f,no,,
242_n05-normal-work-activity-02.png,61f62d3713f09e213c5c6907ba0a919c642e6906a6f69bf8da0bb3a5166322fb,46a6a66626a7a686,no,,
243_n05-normal-work-activity-03.png,8365c94dd5b4f02db8356dede98e882f3d6565b8fda4260e81a214c9e1c314b3,0fc9cd4ecbcbcbef,no,,
244_n05-normal-work-activity-04.png,94101fe845662bffc2c777c22fbd05325f40c7430b920dcefbfe616b2d8f8bbb,2626268626a6a606,no,,
245_n05-normal-work-activity-05.png,d9d6cd153d044702ab5b5c7c742b8b9f0bfe1e6fbcc1876b64efb6da24f28b90,a8a8c0c0c2c3c383,no,,
246_n05-normal-work-activity-06.png,7f8500c8ea49da59bce9fd30b27e3b866415ba174fea8fd967d9cf75d7b91772,8696a6dedaba3a1e,no,,
247_n05-normal-work-activity-07.png,95620c5fac3a9c5da240bf74298f8edcb95bdd361a43e836056f69e8d81ad366,3b035b4d4f5b1d1c,no,,
248_n05-normal-work-activity-08.png,8a82f11e4ece013b8e4753087d1d7fb186f0f67158d1f4e39aa438f5308286fa,088a86161b190e0f,no,,
249_n05-normal-work-activity-09.png,f7ba24ba75b052e04cf3929eaeb01599b85303454742cecd2d9ad35189a11a83,2375b1f0113bfbff,no,,
24_p03-prone-on-floor-04.png,fc2bc25c7a7c65641f3f35cd41cab981571e82d00231d5cb3f676954c03684f1,05254d053b737727,no,,
250_n05-normal-work-activity-10.png,0b26abc51c7b63fab900a8c777f2c37a368a32a632a96741f4b20d82482e6d7c,8c0c6cb83361040c,no,,
