media_id,event_label,sample_role,scenario_id,group_id,taxonomy,c3_status,candidate,candidate_status,transition,c3_correct,candidate_correct
IMG_003806,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_RULE,positive,negative->positive,True,False
IMG_003807,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_RULE,negative,negative->negative,True,True
IMG_003808,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,positive,S1_RULE,positive,positive->positive,False,False
IMG_003809,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_RULE,positive,negative->positive,True,False
IMG_003810,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_RULE,positive,negative->positive,True,False
IMG_003811,0,hard_negative,pf_v2_aigc_h11-crawling-under-equipment-inspection,pf_v2_aigc_h11-crawling-under-equipment-inspection,crawling_or_kneeling_support,negative,S1_RULE,negative,negative->negative,True,True
IMG_003892,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003893,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003894,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003895,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003896,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003897,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003898,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003899,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003900,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003901,0,negative,pf_v2_aigc_n02-normal-walking,pf_v2_aigc_n02-normal-walking,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003902,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003903,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003904,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003905,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003906,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003907,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003908,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003909,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003910,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003911,0,negative,pf_v2_aigc_n03-normal-seated-on-chair-stool,pf_v2_aigc_n03-normal-seated-on-chair-stool,other,negative,S1_RULE,negative,negative->negative,True,True
IMG_003982,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003983,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003984,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003985,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003986,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003987,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003988,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003989,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003990,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003991,1,positive,pf_v2_aigc_p01-supine-on-floor,pf_v2_aigc_p01-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003992,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003993,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003994,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003995,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003996,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003997,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003998,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_003999,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004000,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004001,1,positive,pf_v2_aigc_p02-supine-on-floor,pf_v2_aigc_p02-supine-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004012,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004013,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004014,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004015,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004016,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004017,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004018,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004019,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004020,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004021,1,positive,pf_v2_aigc_p04-prone-on-floor,pf_v2_aigc_p04-prone-on-floor,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004072,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004073,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004074,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004075,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004076,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004077,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004078,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004079,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004080,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004081,1,positive,pf_v2_aigc_p10-partially-occluded-fallen-person,pf_v2_aigc_p10-partially-occluded-fallen-person,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004082,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004083,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004084,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004085,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004086,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004087,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004088,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004089,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004090,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004091,1,positive,pf_v2_aigc_p11-small-target-far-distance,pf_v2_aigc_p11-small-target-far-distance,other,positive,S1_RULE,positive,positive->positive,True,True
IMG_004192,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_RULE,positive,positive->positive,,
IMG_004193,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_RULE,positive,positive->positive,,
IMG_004194,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,negative,S1_RULE,positive,negative->positive,,
IMG_004195,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_RULE,positive,positive->positive,,
IMG_004196,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_RULE,positive,positive->positive,,
IMG_004197,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_RULE,positive,positive->positive,,
IMG_004198,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,negative,S1_RULE,negative,negative->negative,,
IMG_004199,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_RULE,positive,positive->positive,,
IMG_004200,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_RULE,positive,positive->positive,,
IMG_004201,uncertain,uncertain,pf_v2_aigc_u02-unclear-support-surface-partial-body,pf_v2_aigc_u02-unclear-support-surface-partial-body,other,positive,S1_RULE,positive,positive->positive,,
